review,rating,date,bank,source,sentiment_label,sentiment_score,identified_theme
good and latest,5,2025-03-18,Dashen Bank,Google Play,positive,0.9998561143875122,Positive Feedback
The best App of all,5,2025-03-17,Dashen Bank,Google Play,positive,0.9998633861541748,Other
Worst app ever,1,2025-03-15,Dashen Bank,Google Play,negative,0.9997803568840027,Other
"This app is the most unreliable mobile banking application I have ever used for transaction, it is very late, non-responsive and full of bugs. Its is very disappointing. It is just inconvinient, and not user friendly and compatabke at all !!!!!!",1,2025-03-14,Dashen Bank,Google Play,negative,0.9997894167900085,Transaction Performance
Naiycapp,5,2025-03-14,Dashen Bank,Google Play,positive,0.8075171709060669,Other
The app is good but it has no USSD option,4,2025-03-13,Dashen Bank,Google Play,negative,0.9952346682548523,Feature Requests
Hey great,5,2025-03-12,Dashen Bank,Google Play,positive,0.999745786190033,Positive Feedback
I have used many mobile banking and also tellebir and mpesa nothing come close to this app. Well done Dashen indeed one step a head. A lot of cool features that amole hasn't the receipt and the account statement is superb for me. I hope you add more integrated small apps to.,5,2025-03-12,Dashen Bank,Google Play,positive,0.9984980821609497,Feature Requests
The app is good but it ask update every week so tiring,2,2025-03-11,Dashen Bank,Google Play,negative,0.9951795339584351,Positive Feedback
It good and easy to use,5,2025-03-11,Dashen Bank,Google Play,positive,0.9998750686645508,Positive Feedback
በጣም አሪፍ መተግበሪያ ነው ። አመሠግናለሁ ።,5,2025-03-10,Dashen Bank,Google Play,negative,0.9200406670570374,Other
"Greately improved since it was released! I really like the budget and expense tegistration feature. For ATM or POS withdrawals, it is not possible to account these expenses, even if it is visible on the transactions window. If that can be worked on, it will be improve so much!!",5,2025-03-10,Dashen Bank,Google Play,positive,0.9655698537826538,Transaction Performance
Excellent,5,2025-03-10,Dashen Bank,Google Play,positive,0.9998434782028198,Positive Feedback
Wow Excellent app,5,2025-03-08,Dashen Bank,Google Play,positive,0.9998443126678467,Positive Feedback
Nice app but i experience some issues with others banks transfer it keeps saying account is not exist most of the time.,4,2025-03-08,Dashen Bank,Google Play,negative,0.9983522891998291,Transaction Performance
Add the option to send money to any telebirr account like amole does.,3,2025-03-08,Dashen Bank,Google Play,negative,0.995681881904602,Feature Requests
It's best,5,2025-03-08,Dashen Bank,Google Play,positive,0.999842643737793,Other
no one dashen yichlal,5,2025-03-07,Dashen Bank,Google Play,negative,0.9842472076416016,Other
In short ! I'm so proud of this app developers for their highest professional of developing. Thanks,5,2025-03-06,Dashen Bank,Google Play,positive,0.9998522996902466,Account Access Issues
The speed is too slow. Need some improvements.,2,2025-03-06,Dashen Bank,Google Play,negative,0.9997935891151428,Transaction Performance
good app,5,2025-03-04,Dashen Bank,Google Play,positive,0.9998493194580078,Positive Feedback
Fantastic app,5,2025-03-01,Dashen Bank,Google Play,positive,0.9998588562011719,Other
I wish dark mode feature is add as an option but it's good app,5,2025-02-27,Dashen Bank,Google Play,positive,0.9998013377189636,Feature Requests
"Super Up is the ultimate digital banking app, living up to its name with speed, efficiency, and innovation. Designed for a seamless experience, it offers lightning-fast transactions, top-tier security, and effortless financial management. With Super Up, banking has never been this smooth, smart, and super!",5,2025-02-26,Dashen Bank,Google Play,positive,0.9995073080062866,Transaction Performance
"The Dashen Super App is a game-changer in digital banking, offering a seamless and convenient experience. With its user-friendly interface, fast transactions, and a wide range of financial services, it simplifies banking for customers. Features like bill payments, fund transfers, mobile top-ups, and loan applications make it an all-in-one solution. Plus, its security measures ensure safe and reliable Experiance effortless banking",5,2025-02-26,Dashen Bank,Google Play,positive,0.9977291226387024,Transaction Performance
ከጰነጨየጠ,2,2025-02-26,Dashen Bank,Google Play,negative,0.6970566511154175,Other
"It has good feature. But, it is Very Slow! difficult to pay or receive. The Speed should be improved, else I didn't recommend.",2,2025-02-24,Dashen Bank,Google Play,negative,0.9960646033287048,Transaction Performance
Excellent app,5,2025-02-24,Dashen Bank,Google Play,positive,0.9998356103897095,Positive Feedback
አፕልኬሽኑ አሪፍ ሆኖ ሳለ ቴሌብር ወደራስ ብቻ ለምን ሆነ እንደ ድሮው ለሰውም መላክ ቢቻል,4,2025-02-22,Dashen Bank,Google Play,negative,0.9528433680534363,Other
No good,1,2025-02-22,Dashen Bank,Google Play,negative,0.9996987581253052,Positive Feedback
Wow amazing app,5,2025-02-21,Dashen Bank,Google Play,positive,0.9998513460159302,Positive Feedback
best platform... Please avoid otp,5,2025-02-21,Dashen Bank,Google Play,positive,0.922895610332489,Other
Super smart app.,5,2025-02-18,Dashen Bank,Google Play,positive,0.9997984766960144,Other
best 👍👍,5,2025-02-16,Dashen Bank,Google Play,positive,0.9997019171714783,Other
I don't know what happens but the application is not send verification pass code you should fix that,1,2025-02-16,Dashen Bank,Google Play,negative,0.9973721504211426,Other
This app doesn't work on my phone my phone is Samsung Galaxy s7 android version 9 All other financial apps work like telebirr CBE M_pesa...,1,2025-02-14,Dashen Bank,Google Play,negative,0.9974337220191956,Other
"Dashen Super app is secure, very easy to use and has more services uniquely like budgeting, chat, IPS...",5,2025-02-14,Dashen Bank,Google Play,positive,0.9937819838523865,Other
Amazing and user friendly supper app and looking forward the additional features,5,2025-02-14,Dashen Bank,Google Play,positive,0.9998486042022705,Feature Requests
it's amazing app i have seen ever,5,2025-02-13,Dashen Bank,Google Play,positive,0.9998574256896973,Positive Feedback
One star deducted for not to able to transfer to telebirr.,4,2025-02-13,Dashen Bank,Google Play,negative,0.9903808236122131,Transaction Performance
ጥሩ ነው ግን በደንብ ሊሸሻል ይገባል,4,2025-02-13,Dashen Bank,Google Play,negative,0.9046952128410339,Other
ፍጥነቱ በጣም አሪፍ ነው! እና ቀለል ያለ ነው ! ነገር ግን ተጨማሪ ወደ ቴሌብር ኤጀንት መላኪያ አፕ ቢካተትበት ጥሩ ነው::,4,2025-02-12,Dashen Bank,Google Play,negative,0.9328107237815857,Other
Keep up the good work and pleas add water and electric utility payment,5,2025-02-12,Dashen Bank,Google Play,positive,0.9986761212348938,Feature Requests
The app missed some important features 1. It does't show recent transactions 2. Transfer to Telebirr limited to own telebirr 3. The statement does't show running balance,2,2025-02-11,Dashen Bank,Google Play,negative,0.9995891451835632,Transaction Performance
"Simple, Fast and Easy ⭐⭐⭐🎉",4,2025-02-10,Dashen Bank,Google Play,positive,0.9996811151504517,Other
"የሚገርም aplication ነው, ነገር ግን ብር ትራንስፈር ሲደረግ ያለ ፒን መሆኑ risk አለው ሁሉ ጊዜ የ ትራንስፈር መደምደሚያ ፒን መሆን አለበት!!!!!!!!!!!!:: አሱ ቢስተካከል 5 star አስከዛው ግን 4 ሰጥቻለው::",4,2025-02-09,Dashen Bank,Google Play,negative,0.8565720319747925,Other
Baankii daashin baankii hudna galeessa galatoomaa isinii woliin jirra Godina jimmaa magaalaa Aggaaroo irraa Muaz Abamecha Abamilki,5,2025-02-07,Dashen Bank,Google Play,negative,0.9961472749710083,Other
It doesn't work,1,2025-02-07,Dashen Bank,Google Play,negative,0.9997813105583191,Other
"#Dashen Super App; Super easy to use, secure, and fast transaction. Love it!",5,2025-02-07,Dashen Bank,Google Play,positive,0.9998102784156799,Transaction Performance
"I tried the new Dash Bank Super App today, and it's amazingly easy and fun.I recommend you download and use it. You really like it",5,2025-02-06,Dashen Bank,Google Play,positive,0.9998507499694824,Positive Feedback
Gud app kegza ga mezmn endze new aind ermjh kedme nachu hlam,5,2025-02-06,Dashen Bank,Google Play,negative,0.985221803188324,Other
"Good app, bad security",3,2025-02-06,Dashen Bank,Google Play,positive,0.989300549030304,Positive Feedback
On Transaction page only show sent Transaction. Try to include received transaction.,4,2025-02-06,Dashen Bank,Google Play,negative,0.9956958293914795,Transaction Performance
Wonderful Application 😍,5,2025-02-05,Dashen Bank,Google Play,positive,0.9998589754104614,Other
I loved it,5,2025-02-05,Dashen Bank,Google Play,positive,0.9998809099197388,Positive Feedback
አሁን ገና አንድ እርምጃ ቀደማችው,5,2025-02-04,Dashen Bank,Google Play,negative,0.8832131028175354,Other
I am so thankful for having this best app Dashen one step ahead,5,2025-02-04,Dashen Bank,Google Play,positive,0.999471127986908,Other
Not good this app,1,2025-02-04,Dashen Bank,Google Play,negative,0.9997790455818176,Positive Feedback
Best app,5,2025-02-04,Dashen Bank,Google Play,positive,0.999686598777771,Other
Excellent app ever but it needs improvement on speed and transaction lists,1,2025-02-03,Dashen Bank,Google Play,negative,0.990936815738678,Transaction Performance
Perfect,5,2025-02-02,Dashen Bank,Google Play,positive,0.9998517036437988,Positive Feedback
"It does not work functional ,",1,2025-02-02,Dashen Bank,Google Play,negative,0.9997901320457458,Other
Ok,5,2025-02-02,Dashen Bank,Google Play,positive,0.9997851252555847,Other
all of dashen bank customers use the application it is good to use,5,2025-02-01,Dashen Bank,Google Play,positive,0.9958037734031677,Positive Feedback
Gret experience,5,2025-02-01,Dashen Bank,Google Play,negative,0.7600314617156982,Other
All good we need more,3,2025-01-31,Dashen Bank,Google Play,positive,0.9996538162231445,Positive Feedback
"Dashen super app is easy to use, fast and robust",5,2025-01-31,Dashen Bank,Google Play,positive,0.9997517466545105,Other
it was amazing app.....thank you dashen bank....,5,2025-01-30,Dashen Bank,Google Play,positive,0.9998608827590942,Positive Feedback
Dashen bank super app for easy life.,5,2025-01-30,Dashen Bank,Google Play,positive,0.7723070979118347,Other
Excellent UI/UX and beyond Banking services👍👍,5,2025-01-30,Dashen Bank,Google Play,positive,0.9995208978652954,User Interface & Experience
Send to oher bank የሚለዉ ዉስጥ ገብተን ወደ addisinternational bank ለመላክ አይሰራም ሁለተኛ ደግሞ ወደ cbe birr ለመላክ account number ይጠይቃል ሞባይል ነበር ነዉ መጠየቅ ያለበት ይመስለኛል,2,2025-01-29,Dashen Bank,Google Play,negative,0.9945861101150513,Feature Requests
Just Wow,5,2025-01-29,Dashen Bank,Google Play,positive,0.999775230884552,Other
mobile banking to the next level,5,2025-01-28,Dashen Bank,Google Play,positive,0.9409878849983215,Other
The first 3 star review is me,3,2025-01-25,Dashen Bank,Google Play,positive,0.9967767596244812,Other
Is not working,1,2025-01-25,Dashen Bank,Google Play,negative,0.9997809529304504,Other
"Fast, reliable and user friendly. Amazing chatting features. Keep it up! Always one step ahead!",5,2025-01-24,Dashen Bank,Google Play,positive,0.9998725652694702,Feature Requests
V good ❗️,5,2025-01-24,Dashen Bank,Google Play,positive,0.9993855953216553,Positive Feedback
"This app is literally the best thing ever The chat banking is so easy just text and it’s done Super smooth, fast, and honestly a life saverIf you haven’t downloaded it yet you’re missing out big time",5,2025-01-23,Dashen Bank,Google Play,positive,0.9862456321716309,Other
I only see white page,2,2025-01-23,Dashen Bank,Google Play,negative,0.9910238981246948,Other
Excellent banking app for all your needs! Who needs a physical branch when you can use Dashen Bank Super App Instead! I've never had an issue with anything that Dashen Bank Super App haven't handled swiftly and resolved to my satisfaction and above I don't often write reviews but this is an app/bank that I would highly recommended to everyone 💯 👌👍,5,2025-01-22,Dashen Bank,Google Play,positive,0.9994206428527832,Stability & Reliability
Amizing Application 😍,5,2025-01-22,Dashen Bank,Google Play,negative,0.9905142784118652,Other
Fastest and easy to use,5,2025-01-22,Dashen Bank,Google Play,positive,0.9997114539146423,Other
ስም ብቻ 😏,2,2025-01-21,Dashen Bank,Google Play,negative,0.8337253928184509,Other
Exellent app with exellent banking system and exellent bank ever,5,2025-01-21,Dashen Bank,Google Play,negative,0.9579959511756897,Other
Amazing app to use as usual! But why option of transferring to Telebirr and M pesa which was available on Amole app is omitted?? Dasheen is my favourite keep it up.,4,2025-01-20,Dashen Bank,Google Play,positive,0.9711758494377136,Transaction Performance
Needs some improvement,5,2025-01-20,Dashen Bank,Google Play,negative,0.998008668422699,Other
Amazing,5,2025-01-20,Dashen Bank,Google Play,positive,0.999875545501709,Positive Feedback
Amazing super app,5,2025-01-19,Dashen Bank,Google Play,positive,0.9998658895492554,Positive Feedback
I hope it will be better than amole,5,2025-01-18,Dashen Bank,Google Play,positive,0.9969701766967773,Other
Wly Super App ilove it ❤️ 😍 💖 💕,5,2025-01-18,Dashen Bank,Google Play,negative,0.9463616013526917,Positive Feedback
Dashen yichalal. Ewnetem one step a head,5,2025-01-17,Dashen Bank,Google Play,negative,0.9832625389099121,Other
It has a Good performance but need more upgrade for more performance like when we login account not be fast balance show other thing looking good. Carry on. Thanks so much for Greatest service,4,2025-01-17,Dashen Bank,Google Play,positive,0.9967933297157288,Account Access Issues
"It is a very wonderful work that has saved its time. That is why it is ""Always one step ahead!""",5,2025-01-17,Dashen Bank,Google Play,positive,0.9998805522918701,Other
“Life-changing!” I can’t imagine going back to traditional banking after using this app. It’s so convenient.,5,2025-01-17,Dashen Bank,Google Play,positive,0.9968047142028809,Stability & Reliability
Pro max,5,2025-01-17,Dashen Bank,Google Play,positive,0.9984601736068726,Other
The most good app and easy,5,2025-01-16,Dashen Bank,Google Play,positive,0.9998631477355957,Positive Feedback
"Excellent and user friendly App. Excellence is what makes you always one step ahead. Dashen Bank, Always One Step Ahead !!",5,2025-01-16,Dashen Bank,Google Play,positive,0.9998682737350464,Positive Feedback
Proud to be dashen family . Shout out to the serial entrepreneur 👏,5,2025-01-16,Dashen Bank,Google Play,positive,0.9998549222946167,Other
First ATM in East africa ⭐️⭐️⭐️⭐️⭐️,5,2025-01-16,Dashen Bank,Google Play,positive,0.9874703288078308,Other
Best app.,5,2025-01-16,Dashen Bank,Google Play,positive,0.999774158000946,Other
Better Move to catch the competition up👍,5,2025-01-16,Dashen Bank,Google Play,positive,0.9914566874504089,Other
"Great job my home, my bank.",5,2025-01-16,Dashen Bank,Google Play,positive,0.9998712539672852,Positive Feedback
Always one step ahead! What a masterpiece.,5,2025-01-16,Dashen Bank,Google Play,positive,0.9998708963394165,Other
Great App Well done Dashen Bank,5,2025-01-15,Dashen Bank,Google Play,positive,0.9997735619544983,Positive Feedback
Great!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9998692274093628,Positive Feedback
"I love it but it has bugs during confirmation of password! So, please make it functional",5,2025-01-15,Dashen Bank,Google Play,positive,0.9805046916007996,Account Access Issues
Always one step forward,5,2025-01-15,Dashen Bank,Google Play,positive,0.999639630317688,Other
"It's great! But it will be advanced if you include a caption that allow customers to transfer to Telebirr account. Dashen Bank, ""ኩሉ ግዜ፡ ሓደ ስጕሚ ቀዳሚ።"" (Always one step ahead!)",4,2025-01-15,Dashen Bank,Google Play,positive,0.9995723366737366,Transaction Performance
Small size with vast features and functionalities.,5,2025-01-15,Dashen Bank,Google Play,positive,0.9981461763381958,Feature Requests
Amazing app 👏 👌 Dashen bank one step a head,5,2025-01-15,Dashen Bank,Google Play,positive,0.9995114803314209,Positive Feedback
"It has a great application features from the beginning. I'm glad to use it even I haven't used it yet because I haven't activated my account yet. But it's simple, comprehensive, full of information, and fast. በርቱ ዳሸኖች: The super app has impressed me more than I expected.",5,2025-01-15,Dashen Bank,Google Play,positive,0.999612033367157,Feature Requests
Dashen Bank Always One Step Ahead!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9996882677078247,Other
U can't create account,1,2025-01-15,Dashen Bank,Google Play,negative,0.9984429478645325,Other
Really super app... so seamless and with a nice user interface .. we are proud of you dashen bank ...,5,2025-01-15,Dashen Bank,Google Play,positive,0.9998613595962524,User Interface & Experience
We will see it,2,2025-01-15,Dashen Bank,Google Play,positive,0.9998630285263062,Other
Always one step a head!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9981322884559631,Other
"A lightweight,catchy and smooth app",5,2025-01-15,Dashen Bank,Google Play,positive,0.9987092018127441,Other
Very impressive interface with best security feature and user friendly app.,5,2025-01-15,Dashen Bank,Google Play,positive,0.9997988343238831,User Interface & Experience
It is so far so good it has a unique features than telebirr good job Dashen,5,2025-01-15,Dashen Bank,Google Play,positive,0.9998282194137573,Feature Requests
"Yea , it's a good idea to make it with the bank name, it will help for the bank easily to find the application, and customers can easily downloed and use the product. I wish all the best for Dashen bank initiative.",5,2025-01-15,Dashen Bank,Google Play,positive,0.7550336718559265,Customer Support
This is My Bank!,5,2025-01-15,Dashen Bank,Google Play,positive,0.9968095421791077,Other
"Truly, db => AlwaysOneStepAhead !!",5,2025-01-14,Dashen Bank,Google Play,negative,0.9989049434661865,Other
ALWAYS ONE STEP AHEAD,5,2025-01-14,Dashen Bank,Google Play,positive,0.9997699856758118,Other
Well developed,5,2025-01-14,Dashen Bank,Google Play,positive,0.9998576641082764,Other
oh nice!!! i wish it's very nice app,5,2025-01-14,Dashen Bank,Google Play,positive,0.9996349811553955,Other
Really the app looks like amazing. I can't wait to activate in the morning.,5,2025-01-14,Dashen Bank,Google Play,positive,0.9997010827064514,Positive Feedback
Applause 👏 Dashen Bank. One of the best super app inorder to pay easily and securely. One step a head.,5,2025-01-14,Dashen Bank,Google Play,positive,0.9996860027313232,Other
Wow Dashen Super App 🚀🚀,5,2025-01-14,Dashen Bank,Google Play,positive,0.9978638291358948,Other
All in One,5,2025-01-14,Dashen Bank,Google Play,positive,0.9988051652908325,Other
The best Banking app I have ever seen,5,2025-01-14,Dashen Bank,Google Play,positive,0.9997634291648865,Other
It looks good and simple to use,5,2025-01-14,Dashen Bank,Google Play,positive,0.9998189806938171,Positive Feedback
App That makes Difference!,5,2025-01-14,Dashen Bank,Google Play,positive,0.9998338222503662,Other
Faster and userfriendly,5,2025-01-14,Dashen Bank,Google Play,positive,0.9199283123016357,Other
"Waw Great and innovated,user friendly, always one step ahead",5,2025-01-13,Dashen Bank,Google Play,positive,0.999778687953949,Positive Feedback
It's Best waww 🙏,5,2025-01-13,Dashen Bank,Google Play,positive,0.9997444748878479,Other
Always one step ahead,5,2025-01-13,Dashen Bank,Google Play,positive,0.9997699856758118,Other
"Like Me, I Hope It Works Better Than Before.",5,2025-01-11,Dashen Bank,Google Play,positive,0.99872225522995,Other
the app is proactive and a good connections.,5,2025-06-05,Commercial Bank of Ethiopia,Google Play,positive,0.9998679161071777,Positive Feedback
I cannot send to cbebirr app. through this app.,3,2025-06-05,Commercial Bank of Ethiopia,Google Play,negative,0.9953354001045227,Other
good,4,2025-06-05,Commercial Bank of Ethiopia,Google Play,positive,0.9998161196708679,Positive Feedback
not functional,1,2025-06-05,Commercial Bank of Ethiopia,Google Play,negative,0.999778687953949,Other
"everytime you uninstall the app you have to reach them out physically. very oldy! if that's one of security layer, they'd check for fraud attempt via app source directly(source:- app store, play store ... etc) implicitly ! we are in 2025, physical presence for every app install is traditional(traditionally very rare).",1,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative,0.9905162453651428,Other
አካውንት የምናስገባበት ቦታ ስም ጽፈን ነው ከዚህ በፊት የላክንባቸውን አካዉንቶች የምንፈልገዉ ነገር ግን አዲስ አካውንቶች mr ብለዉ የሚጀምሩ በዝተዋል ግን አፕልኬሽኑ space ስንጽፍ አይቀበልም ቢስተካከል,4,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative,0.9616847634315491,Other
best,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive,0.9997941851615906,Other
bezabih,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive,0.9654072523117065,Other
Best Mobile Banking app ever,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive,0.9997294545173645,Other
it was good app but it have some issues like it doesnt give me the right amount that I have in the bank and have some issues in transferring,2,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative,0.9981192946434021,Transaction Performance
dedeb,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative,0.9974835515022278,Other
Good,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive,0.9998161196708679,Positive Feedback
👌👍,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,negative,0.6970566511154175,Other
very niec,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive,0.5192599296569824,Other
best app of finance,5,2025-06-04,Commercial Bank of Ethiopia,Google Play,positive,0.9996503591537476,Other
yetemeta,1,2025-06-03,Commercial Bank of Ethiopia,Google Play,positive,0.6553667783737183,Other
Engida Kebede Fetera,5,2025-06-03,Commercial Bank of Ethiopia,Google Play,negative,0.8396738767623901,Other
it is not safety,1,2025-06-03,Commercial Bank of Ethiopia,Google Play,negative,0.9997867941856384,Other
NICE bank,5,2025-06-03,Commercial Bank of Ethiopia,Google Play,positive,0.9998055100440979,Other
it is like a childish app make it better the worst I have ever seen,1,2025-06-02,Commercial Bank of Ethiopia,Google Play,negative,0.9997958540916443,Other
"It's a problem solver application, go ahead CBE, I love so much.",5,2025-06-02,Commercial Bank of Ethiopia,Google Play,positive,0.9997678399085999,Positive Feedback
It's good but try to make it facilitate for your client,4,2025-06-02,Commercial Bank of Ethiopia,Google Play,positive,0.9491770267486572,Positive Feedback
best app,5,2025-06-01,Commercial Bank of Ethiopia,Google Play,positive,0.999686598777771,Other
Awesome bank,5,2025-06-01,Commercial Bank of Ethiopia,Google Play,positive,0.9998461008071899,Other
this app has developed in a very good ways but there are some comments I need to make 1- preventing the screenshot likely not good for someone like me coz I need to make screenshot for quicker evidence. 2-it would be good if you make us to access recent transaction histories for 30 days coz we don't have to go to the Bank's in person to see old transactions or add colander category so user can easily access old transactions through colanders.,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,negative,0.9983141422271729,Transaction Performance
Masha alla,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,negative,0.9514628052711487,Other
"Recently there is big problem when sending to safaricom, telebir, and even to cbebirr wallet could anybody who is responsible fix it, it's very frustrating it's been 5 days and my money hasn't been returned it takes it out of my account but doesn't send it to my mpesa update- they have just corrected it and sent me back the money but still I'm afraid now to send again",2,2025-05-31,Commercial Bank of Ethiopia,Google Play,negative,0.9991102814674377,Other
better service,5,2025-05-31,Commercial Bank of Ethiopia,Google Play,positive,0.9982219338417053,Other
"it,s good app and time manager 👍",5,2025-05-30,Commercial Bank of Ethiopia,Google Play,positive,0.9998370409011841,Positive Feedback
malkaamuu Jiidhaa Namoo,5,2025-05-30,Commercial Bank of Ethiopia,Google Play,negative,0.9887813329696655,Other
lower system everything,3,2025-05-30,Commercial Bank of Ethiopia,Google Play,negative,0.9993475079536438,Other
Nice!,5,2025-05-30,Commercial Bank of Ethiopia,Google Play,positive,0.999863862991333,Other
Keep it up My CBE,5,2025-05-29,Commercial Bank of Ethiopia,Google Play,positive,0.9996104836463928,Other
yes good,5,2025-05-28,Commercial Bank of Ethiopia,Google Play,positive,0.9998410940170288,Positive Feedback
"I was using this app for the last two years with no problems. It stopped working about 3 months ago. when I tried to transfer funds it gives me error ""can't do this transaction. inactive account.""",4,2025-05-27,Commercial Bank of Ethiopia,Google Play,negative,0.9996353387832642,Transaction Performance
i like everything of this app,5,2025-05-27,Commercial Bank of Ethiopia,Google Play,positive,0.9996908903121948,Other
🤬🤬🤬🤬 network 🛜,1,2025-05-26,Commercial Bank of Ethiopia,Google Play,negative,0.6856130361557007,Other
Best,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,positive,0.9997941851615906,Other
CBE is the best financial application and and very dimple to use. I would like to say thank you so much for the developer of application. I really appreciate this app.,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,positive,0.9982792139053345,Other
nice,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,positive,0.9998552799224854,Other
good job,5,2025-05-26,Commercial Bank of Ethiopia,Google Play,positive,0.999835729598999,Positive Feedback
it's awesome!!,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,positive,0.999871015548706,Other
thankyou every one,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,positive,0.9998461008071899,Other
Ronaldo 🇵🇹 🥇,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,positive,0.9948286414146423,Other
"this app is absolutely fantastic I love it and I enjoying to it ,let us support this foundation together .",5,2025-05-25,Commercial Bank of Ethiopia,Google Play,positive,0.9998852014541626,Customer Support
"The CBE app has been highly unreliable in recent weeks. It frequently fails to work properly on both Ethio Telecom and Safaricom networks, whether using Wi-Fi or mobile data. This week, the system was down entirely for extended periods, making it very difficult to access banking services. The app only functions intermittently, and the lack of consistency is frustrating. I hope the issues are addressed soon, and that any non-technical influences are removed from such essential services.",2,2025-05-25,Commercial Bank of Ethiopia,Google Play,negative,0.9997394680976868,Feature Requests
mortuary app,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,negative,0.7924920320510864,Other
it is smart app but it has stoped after some period of time on my device with out any reason .,5,2025-05-25,Commercial Bank of Ethiopia,Google Play,negative,0.9961044788360596,Other
amazing app I am used this app for one year,4,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.9991408586502075,Positive Feedback
👍,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,negative,0.6970566511154175,Other
good app,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.9998493194580078,Positive Feedback
i love it 😍😘,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.9998791217803955,Positive Feedback
It makes life easy!👌,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.9993600249290466,Other
its not fast,1,2025-05-24,Commercial Bank of Ethiopia,Google Play,negative,0.9949808716773987,Other
wow,4,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.999592125415802,Other
it is sooo good,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.9998735189437866,Positive Feedback
excellent,5,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.9998434782028198,Positive Feedback
ok,1,2025-05-24,Commercial Bank of Ethiopia,Google Play,positive,0.9997851252555847,Other
Fantastic,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,positive,0.9998743534088135,Other
accessible to using,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,positive,0.999116837978363,Other
I like it,4,2025-05-23,Commercial Bank of Ethiopia,Google Play,positive,0.9998593330383301,Other
why you change default network?,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,negative,0.9962357878684998,Stability & Reliability
very nice 👍,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,positive,0.9998577833175659,Other
nice fast app,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,positive,0.999833345413208,Other
how to I get my money,5,2025-05-23,Commercial Bank of Ethiopia,Google Play,negative,0.9934091567993164,Other
"Very bad, can't even load they need to improve their services.",1,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.9998165965080261,Other
"Very good app, but please make it reliable . it crashes sometimes .",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.9649854898452759,Stability & Reliability
very busy I don't know why... I prefer 889,3,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.9991938471794128,Other
"Sometimes it has a nasty lag for several hour fix that , the rest is 👌",4,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.9966771602630615,Other
the most boring Mobil banking application in ethiopia.Please use alternative private banks mobile banking apps,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.9986202716827393,Other
hojii bonsaadha,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.9568662047386169,Other
user-friendly apps.because this app is easy.,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.955450713634491,Other
Awosome!!!,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.6944891810417175,Other
"Very good app,",5,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998691082000732,Positive Feedback
sync problem may 22 2025 but the date stack on may 8 2025 help pls,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.992516815662384,Customer Support
ይህ መተግበሪያ በጣም ጥሩ ነው. this app is very nice,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.9997020363807678,Other
I hate this app 😒,1,2025-05-22,Commercial Bank of Ethiopia,Google Play,negative,0.9996378421783447,Other
trustful,5,2025-05-22,Commercial Bank of Ethiopia,Google Play,positive,0.9998213648796082,Other
